
# Surface 0 of 1 surfaces

# Curve title: "'$cloud'"

# IsoCurve 0, 50 points
# x y z type
 482.51  102.735  14.1196 i
 482.51  134.469  14.1289 i
 482.51  166.204  14.1375 i
 482.51  197.939  14.1443 i
 482.51  229.673  14.15 i
 482.51  261.408  14.1553 i
 482.51  293.143  14.161 i
 482.51  324.878  14.1676 i
 482.51  356.612  14.1753 i
 482.51  388.347  14.1847 i
 482.51  420.082  14.1961 i
 482.51  451.816  14.21 i
 482.51  483.551  14.2269 i
 482.51  515.286  14.2476 i
 482.51  547.02  14.2726 i
 482.51  578.755  14.303 i
 482.51  610.49  14.3399 i
 482.51  642.224  14.3848 i
 482.51  673.959  14.4393 i
 482.51  705.694  14.5058 i
 482.51  737.429  14.5872 i
 482.51  769.163  14.6874 i
 482.51  800.898  14.8118 i
 482.51  832.633  14.9681 i
 482.51  864.367  15.1698 i
 482.51  896.102  15.4452 i
 482.51  927.837  15.8957 i
 482.51  959.571  18.1376 i
 482.51  991.306  14.4453 i
 482.51  1023.04  13.9706 i
 482.51  1054.78  13.0673 i
 482.51  1086.51  13.4488 i
 482.51  1118.24  13.3807 i
 482.51  1149.98  12.5789 i
 482.51  1181.71  10.1243 i
 482.51  1213.45  11.869 i
 482.51  1245.18  11.8499 i
 482.51  1276.92  11.767 i
 482.51  1308.65  10.704 i
 482.51  1340.39  7.07497 i
 482.51  1372.12  14.7104 i
 482.51  1403.86  16.5267 i
 482.51  1435.59  18.3766 i
 482.51  1467.33  15.6847 i
 482.51  1499.06  15.5076 i
 482.51  1530.8  15.7107 i
 482.51  1562.53  16.1619 i
 482.51  1594.27  16.6659 i
 482.51  1626  16.9893 i

# IsoCurve 13, 50 points
# x y z type
 469.469  71  14.0965 i
 469.469  102.735  14.1051 i
 469.469  134.469  14.1186 i
 469.469  166.204  14.1295 i
 469.469  197.939  14.1372 i
 469.469  229.673  14.143 i
 469.469  261.408  14.1482 i
 469.469  293.143  14.1536 i
 469.469  324.878  14.1596 i
 469.469  356.612  14.1668 i
 469.469  388.347  14.1756 i
 469.469  420.082  14.1864 i
 469.469  451.816  14.1996 i
 469.469  483.551  14.2157 i
 469.469  515.286  14.2355 i
 469.469  547.02  14.2597 i
 469.469  578.755  14.2891 i
 469.469  610.49  14.325 i
 469.469  642.224  14.3687 i
 469.469  673.959  14.422 i
 469.469  705.694  14.4871 i
 469.469  737.429  14.5669 i
 469.469  769.163  14.6649 i
 469.469  800.898  14.7861 i
 469.469  832.633  14.9376 i
 469.469  864.367  15.1315 i
 469.469  896.102  15.3956 i
 469.469  927.837  15.8364 i
 469.469  959.571  17.204 i
 469.469  991.306  11.7875 i
 469.469  1023.04  14.031 i
 469.469  1054.78  14.0578 i
 469.469  1086.51  13.1107 i
 469.469  1118.24  12.8583 i
 469.469  1149.98  12.2162 i
 469.469  1181.71  11.5539 i
 469.469  1213.45  11.3714 i
 469.469  1245.18  10.3573 i
 469.469  1276.92  10.7402 i
 469.469  1308.65  12.8193 i
 469.469  1340.39  12.7746 i
 469.469  1372.12  10.0818 i
 469.469  1403.86  16.3783 i
 469.469  1435.59  17.4323 i
 469.469  1467.33  14.9912 i
 469.469  1499.06  15.1099 i
 469.469  1530.8  15.2443 i
 469.469  1562.53  16.0259 i
 469.469  1594.27  16.7946 i
 469.469  1626  17.1902 i

# IsoCurve 14, 50 points
# x y z type
 456.429  71  14.0714 i
 456.429  102.735  14.086 i
 456.429  134.469  14.1068 i
 456.429  166.204  14.1211 i
 456.429  197.939  14.1299 i
 456.429  229.673  14.136 i
 456.429  261.408  14.141 i
 456.429  293.143  14.1459 i
 456.429  324.878  14.1515 i
 456.429  356.612  14.1581 i
 456.429  388.347  14.1663 i
 456.429  420.082  14.1763 i
 456.429  451.816  14.1887 i
 456.429  483.551  14.2041 i
 456.429  515.286  14.2229 i
 456.429  547.02  14.2461 i
 456.429  578.755  14.2744 i
 456.429  610.49  14.3091 i
 456.429  642.224  14.3516 i
 456.429  673.959  14.4035 i
 456.429  705.694  14.467 i
 456.429  737.429  14.5449 i
 456.429  769.163  14.6407 i
 456.429  800.898  14.759 i
 456.429  832.633  14.9064 i
 456.429  864.367  15.0942 i
 456.429  896.102  15.3486 i
 456.429  927.837  15.7652 i
 456.429  959.571  17.1858 i
 456.429  991.306  13.3504 i
 456.429  1023.04  14.0739 i
 456.429  1054.78  13.3825 i
 456.429  1086.51  13.1237 i
 456.429  1118.24  11.434 i
 456.429  1149.98  12.372 i
 456.429  1181.71  11.8335 i
 456.429  1213.45  6.13613 i
 456.429  1245.18  10.6815 i
 456.429  1276.92  10.1876 i
 456.429  1308.65  15.1629 i
 456.429  1340.39  12.0077 i
 456.429  1372.12  12.3717 i
 456.429  1403.86  16.9629 i
 456.429  1435.59  15.4204 i
 456.429  1467.33  13.857 i
 456.429  1499.06  14.3789 i
 456.429  1530.8  13.7148 i
 456.429  1562.53  15.8013 i
 456.429  1594.27  16.9362 i
 456.429  1626  17.4112 i

# IsoCurve 15, 50 points
# x y z type
 443.388  71  14.0316 i
 443.388  102.735  14.0596 i
 443.388  134.469  14.0934 i
 443.388  166.204  14.1125 i
 443.388  197.939  14.1227 i
 443.388  229.673  14.1289 i
 443.388  261.408  14.1336 i
 443.388  293.143  14.1382 i
 443.388  324.878  14.1432 i
 443.388  356.612  14.1492 i
 443.388  388.347  14.1567 i
 443.388  420.082  14.1659 i
 443.388  451.816  14.1775 i
 443.388  483.551  14.1919 i
 443.388  515.286  14.2098 i
 443.388  547.02  14.2318 i
 443.388  578.755  14.259 i
 443.388  610.49  14.2923 i
 443.388  642.224  14.3333 i
 443.388  673.959  14.3836 i
 443.388  705.694  14.4454 i
 443.388  737.429  14.5213 i
 443.388  769.163  14.6148 i
 443.388  800.898  14.7304 i
 443.388  832.633  14.8744 i
 443.388  864.367  15.0571 i
 443.388  896.102  15.302 i
 443.388  927.837  15.687 i
 443.388  959.571  16.7858 i
 443.388  991.306  13.1017 i
 443.388  1023.04  13.3731 i
 443.388  1054.78  13.3959 i
 443.388  1086.51  12.4299 i
 443.388  1118.24  11.8717 i
 443.388  1149.98  12.5806 i
 443.388  1181.71  11.5928 i
 443.388  1213.45  6.67223 i
 443.388  1245.18  12.3478 i
 443.388  1276.92  14.7184 i
 443.388  1308.65  14.2781 i
 443.388  1340.39  10.8331 i
 443.388  1372.12  10.2632 i
 443.388  1403.86  14.451 i
 443.388  1435.59  12.4833 i
 443.388  1467.33  10.5704 i
 443.388  1499.06  12.9386 i
 443.388  1530.8  11.2778 i
 443.388  1562.53  15.7846 i
 443.388  1594.27  17.0693 i
 443.388  1626  17.6476 i

# IsoCurve 16, 50 points
# x y z type
 430.347  71  13.9594 i
 430.347  102.735  14.0211 i
 430.347  134.469  14.0785 i
 430.347  166.204  14.1038 i
 430.347  197.939  14.1154 i
 430.347  229.673  14.1217 i
 430.347  261.408  14.1262 i
 430.347  293.143  14.1303 i
 430.347  324.878  14.1347 i
 430.347  356.612  14.1401 i
 430.347  388.347  14.1468 i
 430.347  420.082  14.1553 i
 430.347  451.816  14.1659 i
 430.347  483.551  14.1793 i
 430.347  515.286  14.1961 i
 430.347  547.02  14.2169 i
 430.347  578.755  14.2427 i
 430.347  610.49  14.2746 i
 430.347  642.224  14.3139 i
 430.347  673.959  14.3625 i
 430.347  705.694  14.4223 i
 430.347  737.429  14.4961 i
 430.347  769.163  14.5873 i
 430.347  800.898  14.7003 i
 430.347  832.633  14.8412 i
 430.347  864.367  15.0197 i
 430.347  896.102  15.2549 i
 430.347  927.837  15.6076 i
 430.347  959.571  16.5309 i
