286 -2358 8.46473e-06
287 -2358 8.46473e-06
288 -2358 8.46473e-06
289 -2490 8.93859e-06
290 -2486 8.92423e-06
291 -2484 8.91705e-06
292 -2480 8.90269e-06
293 -2480 8.90269e-06
294 -2478 8.89551e-06
295 -2478 8.89551e-06
296 -2478 8.89551e-06
297 -2478 8.89551e-06
298 -2478 8.89551e-06
299 -2478 8.89551e-06
300 -2480 8.90269e-06
301 -2484 8.91705e-06
302 -2482 8.90987e-06
303 -2482 8.90987e-06
304 -2486 8.92423e-06
305 -2486 8.92423e-06
306 -2486 8.92423e-06
307 -2484 8.91705e-06
308 -2484 8.91705e-06
309 -2484 8.91705e-06
310 -2484 8.91705e-06
311 -2484 8.91705e-06
312 -2484 8.91705e-06
313 -2484 8.91705e-06
314 -2482 8.90987e-06
315 -2482 8.90987e-06
316 -2478 8.89551e-06
317 -2478 8.89551e-06
318 -2474 8.88115e-06
319 -2474 8.88115e-06
320 -2482 8.90987e-06
321 -2482 8.90987e-06
322 -2482 8.90987e-06
323 -2482 8.90987e-06
324 -2482 8.90987e-06
325 -2482 8.90987e-06
326 -2478 8.89551e-06
327 -2478 8.89551e-06
328 -2476 8.88833e-06
329 -2476 8.88833e-06
330 -2474 8.88115e-06
331 -2474 8.88115e-06
332 -2476 8.88833e-06
333 -2478 8.89551e-06
334 -2480 8.90269e-06
335 -2480 8.90269e-06
336 -2478 8.89551e-06
337 -2478 8.89551e-06
338 -2480 8.90269e-06
339 -2480 8.90269e-06
340 -2484 8.91705e-06
341 -2484 8.91705e-06
342 -2482 8.90987e-06
343 -2482 8.90987e-06
344 -2482 8.90987e-06
345 -2484 8.91705e-06
346 -2484 8.91705e-06
347 -2484 8.91705e-06
348 -2482 8.90987e-06
349 -2482 8.90987e-06
350 -2482 8.90987e-06
351 -2482 8.90987e-06
352 -2484 8.91705e-06
353 -2484 8.91705e-06
354 -2484 8.91705e-06
355 -2484 8.91705e-06
356 -2484 8.91705e-06
357 -2484 8.91705e-06
358 -2486 8.92423e-06
359 -2486 8.92423e-06
360 -2484 8.91705e-06
361 -2484 8.91705e-06
362 -2484 8.91705e-06
363 -2484 8.91705e-06
364 -2484 8.91705e-06
365 -2484 8.91705e-06
366 -2486 8.92423e-06
367 -2488 8.93141e-06
368 -2486 8.92423e-06
369 -2486 8.92423e-06
370 -2488 8.93141e-06
371 -2488 8.93141e-06
372 -2488 8.93141e-06
373 -2488 8.93141e-06
